z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 deepimpact random none block_max_wand 148538 4 1007 2001 3125 2001 2002 25965 23316 3263 603
counters 10 deepimpact random none block_max_wand 156493 2 110 1011 1178 1011 1012 2553 87 983 185
counters 10 deepimpact random none block_max_wand 168216 4 117 702 1019 702 703 2686 1884 406 176
counters 10 deepimpact random none block_max_wand 182539 3 1705 6099 6737 6099 6100 78953 19714 3914 1591
counters 10 deepimpact random none block_max_wand 183378 3 1055 4780 5474 4780 4781 37339 30602 2671 575
counters 10 deepimpact random none block_max_wand 19335 3 1095 2032 2343 2032 2033 43844 38392 2092 350
counters 10 deepimpact random none block_max_wand 207786 4 1482 2033 2509 2033 2034 48527 43732 2966 534
counters 10 deepimpact random none block_max_wand 264014 5 6806 2011 3365 2011 2012 222760 218168 6016 1259
counters 10 deepimpact random none block_max_wand 359349 4 1070 1573 1942 1573 1574 38033 36080 2549 316
counters 10 deepimpact random none block_max_wand 405717 4 736 809 1096 809 810 24861 17744 1948 279
counters 10 deepimpact random none block_max_wand 443396 3 1093 2292 2729 2292 2293 43202 36046 2316 453
counters 10 deepimpact random none block_max_wand 451602 5 8626 3871 5295 3871 3872 250203 233406 35874 2512
counters 10 deepimpact random none block_max_wand 47923 5 449 657 924 657 658 10487 7585 983 153
counters 10 deepimpact random none block_max_wand 489204 4 2167 3063 4691 3063 3064 58917 43683 6570 1685
counters 10 deepimpact random none block_max_wand 490595 3 981 1595 1846 1595 1596 38432 31490 2004 358
counters 10 deepimpact random none block_max_wand 527433 4 289 853 1068 853 854 6543 2799 1906 161
counters 10 deepimpact random none block_max_wand 573724 4 2297 1481 2021 1481 1482 82612 77548 2326 535
counters 10 deepimpact random none block_max_wand 833860 5 11190 5772 8147 5772 5773 365515 347551 13782 2682
counters 10 deepimpact random none block_max_wand 855410 3 6549 48293 50146 48293 48294 211941 168430 18067 4285
counters 10 deepimpact random none block_max_wand 87181 4 342 918 1394 918 919 10071 6923 772 334
counters 10 deepimpact random none block_max_wand 87452 3 1107 1616 1834 1616 1617 38658 23075 3384 392
counters 10 deepimpact random none block_max_wand 915593 7 16513 2993 5304 2993 2994 476650 455327 33041 1965
counters 10 deepimpact random none block_max_wand 962179 4 1593 1403 1839 1403 1404 55398 49007 1898 403
counters 10 deepimpact random none maxscore 1037798 3 1817 89771 105141 62097 0 0 0 14172 10374
counters 10 deepimpact random none maxscore 104861 4 587 53020 55992 1972 0 0 0 1235 834
counters 10 deepimpact random none maxscore 1063750 4 23290 3134479 3168908 37989 0 0 0 26043 25684
counters 10 deepimpact random none maxscore 1103812 5 18925 2849420 2964494 16570 0 0 0 26215 25680
counters 10 deepimpact random none maxscore 1106007 2 176 14415 14696 13276 0 0 0 1320 383
counters 10 deepimpact random none maxscore 1110199 4 584 38801 40913 1267 0 0 0 2735 949
counters 10 deepimpact random none maxscore 1112341 5 10366 1027657 1093326 1773 0 0 0 10205 9904
counters 10 deepimpact random none maxscore 1113437 4 1372 137106 139840 2612 0 0 0 2222 1966
counters 10 deepimpact random none maxscore 1114646 3 512 51470 55037 8416 0 0 0 3577 3033
counters 10 deepimpact random none maxscore 1114819 5 1097 111469 114154 1131 0 0 0 2292 1853
counters 10 deepimpact random none maxscore 1115776 4 170 18517 18891 3207 0 0 0 584 476
counters 10 deepimpact random none maxscore 1117099 3 523 80522 81428 3144 0 0 0 1499 1335
counters 10 deepimpact random none maxscore 1121402 5 5726 962453 995514 3135 0 0 0 14475 13517
counters 10 deepimpact random none maxscore 1121709 3 1538 260823 266513 10663 0 0 0 5772 4883
counters 10 deepimpact random none maxscore 1124210 2 811 134653 134688 134652 0 0 0 1146 1078
counters 10 deepimpact random none maxscore 1129237 5 2796 310610 320550 890 0 0 0 4533 3807
counters 10 deepimpact random none maxscore 1133167 3 452 22232 25085 6343 0 0 0 3159 1902
counters 10 deepimpact random none maxscore 130510 3 194 22090 22675 11313 0 0 0 1070 626
counters 10 deepimpact random none maxscore 131843 2 5288 888352 888363 888351 0 0 0 6950 6947
counters 10 deepimpact random none maxscore 146187 5 4411 664490 690314 19755 0 0 0 12191 9957
counters 10 deepimpact random none maxscore 148538 4 1098 107729 119904 9848 0 0 0 6805 3391
counters 10 deepimpact random none maxscore 156493 2 89 4255 4541 4195 0 0 0 952 295
counters 10 deepimpact random none maxscore 168216 4 106 14755 15316 1975 0 0 0 376 305
counters 10 deepimpact random none maxscore 182539 3 2798 386060 392676 93369 0 0 0 4331 4022
counters 10 deepimpact random none maxscore 183378 3 763 84794 89345 30065 0 0 0 4105 2862
counters 10 deepimpact random none maxscore 19335 3 762 109332 111613 12348 0 0 0 3550 2513
counters 10 deepimpact random none maxscore 207786 4 843 70795 74292 10694 0 0 0 4344 2704
counters 10 deepimpact random none maxscore 264014 5 3529 381909 409145 2602 0 0 0 10271 7562
counters 10 deepimpact random none maxscore 359349 4 1377 208355 217641 16328 0 0 0 3903 3243
counters 10 deepimpact random none maxscore 405717 4 1108 147206 148976 17727 0 0 0 3909 2043
counters 10 deepimpact random none maxscore 443396 3 766 105466 108107 29928 0 0 0 3058 2176
counters 10 deepimpact random none maxscore 451602 5 31688 4275201 4305424 13460 0 0 0 36819 34693
counters 10 deepimpact random none maxscore 47923 5 192 16073 16816 7416 0 0 0 586 275
counters 10 deepimpact random none maxscore 489204 4 3212 225642 239391 2401 0 0 0 4743 4569
counters 10 deepimpact random none maxscore 490595 3 546 80116 80975 7662 0 0 0 2353 1163
counters 10 deepimpact random none maxscore 527433 4 104 5153 6688 2048 0 0 0 678 213
counters 10 deepimpact random none maxscore 573724 4 816 118519 120784 1341 0 0 0 2127 1769
counters 10 deepimpact random none maxscore 833860 5 6747 552579 611876 1457 0 0 0 14262 12705
counters 10 deepimpact random none maxscore 855410 3 14300 1789133 1948529 201226 0 0 0 49525 49015
counters 10 deepimpact random none maxscore 87181 4 205 17061 18148 3364 0 0 0 1032 636
counters 10 deepimpact random none maxscore 87452 3 831 81971 82868 16393 0 0 0 4336 1293
counters 10 deepimpact random none maxscore 915593 7 21414 3746924 3836342 1067 0 0 0 31978 31119
counters 10 deepimpact random none maxscore 962179 4 540 67784 69470 1502 0 0 0 1705 1143
counters 10 original bp none wand 1037798 3 659 5615 8556 5615 5616 32080 0 2854 1376
counters 10 original bp none wand 104861 4 653 5259 7730 5259 5260 27720 0 1285 638
counters 10 original bp none wand 1063750 5 1977 5605 11043 5605 5606 92146 0 4620 2399
counters 10 original bp none wand 1103812 5 3314 5449 11441 5449 5450 147959 0 8174 3121
counters 10 original bp none wand 1106007 2 35 1491 1533 1491 1492 1339 0 196 42
counters 10 original bp none wand 1110199 4 423 2310 3716 2310 2311 21199 0 1912 847
counters 10 original bp none wand 1112341 5 4209 4267 10879 4267 4268 216498 0 8582 3782
counters 10 original bp none wand 1113437 4 688 1799 2976 1799 1800 35557 0 2228 803
counters 10 original bp none wand 1114646 3 247 8618 9520 8618 8619 10579 0 718 394
counters 10 original bp none wand 1114819 5 1584 4840 9397 4840 4841 74989 0 3434 1598
counters 10 original bp none wand 1115776 4 379 23925 24305 23925 23926 6367 0 1044 432
counters 10 original bp none wand 1117099 3 1111 6514 10586 6514 6515 60779 0 3723 1742
counters 10 original bp none wand 1121402 5 713 1856 3836 1856 1857 35933 0 2798 1187
counters 10 original bp none wand 1121709 3 2162 8738 16886 8738 8739 106632 0 5193 2986
counters 10 original bp none wand 1124210 2 250 30697 30720 30697 30698 52 0 251 244
counters 10 original bp none wand 1129237 5 1475 3785 8522 3785 3786 59269 0 2664 1121
counters 10 original bp none wand 1133167 3 421 3026 4961 3026 3027 20215 0 2081 885
counters 10 original bp none wand 130510 3 146 5737 6095 5737 5738 4887 0 632 237
counters 10 original bp none wand 131843 2 302 36817 36820 36817 36818 12 0 298 289
counters 10 original bp none wand 146187 5 196 1718 3149 1718 1719 7984 0 558 239
counters 10 original bp none wand 148538 4 956 14058 28025 14058 14059 43989 0 1886 1355
counters 10 original bp none wand 156493 3 109 1105 1747 1105 1106 3563 0 650 201
counters 10 original bp none wand 168216 5 117 1157 1891 1157 1158 5902 0 340 223
counters 10 original bp none wand 182539 3 534 3672 6617 3672 3673 33454 0 1476 1051
counters 10 original bp none wand 183378 3 206 1728 2457 1728 1729 10755 0 963 354
counters 10 original bp none wand 19335 3 404 2778 4072 2778 2779 24415 0 1207 650
counters 10 original bp none wand 207786 5 904 1290 2604 1290 1291 34130 0 3404 616
counters 10 original bp none wand 264014 5 883 1044 2545 1044 1045 44327 0 3164 398
counters 10 original bp none wand 359349 4 418 4236 7896 4236 4237 25544 0 883 790
counters 10 original bp none wand 405717 4 180 3464 3808 3464 3465 6869 0 711 194
counters 10 original bp none wand 443396 3 406 3951 5608 3951 3952 21810 0 1470 690
counters 10 original bp none wand 451602 4 292 3982 4811 3982 3983 11434 0 853 287
counters 10 original bp none wand 47923 5 97 816 1407 816 817 4127 0 314 87
counters 10 original bp none wand 489204 4 685 4701 9667 4701 4702 28290 0 1974 1205
counters 10 original bp none wand 490595 3 302 6318 6842 6318 6319 14506 0 944 374
counters 10 original bp none wand 527433 5 307 3171 6279 3171 3172 11718 0 1050 509
counters 10 original bp none wand 573724 4 2382 5605 12134 5605 5606 118325 0 4974 2283
counters 10 original bp none wand 833860 5 1908 3353 8508 3353 3354 82844 0 5556 1894
counters 10 original bp none wand 855410 3 8624 108317 216185 108317 108318 507077 0 16189 15792
counters 10 original bp none wand 87181 4 198 1912 3067 1912 1913 9850 0 689 433
counters 10 original bp none wand 87452 3 261 2381 3431 2381 2382 10301 0 1146 461
counters 10 original bp none wand 915593 8 1515 3057 9569 3057 3058 47538 0 2654 1463
counters 10 original bp none wand 962179 4 1558 13156 25582 13156 13157 88430 0 4275 3077
counters 10 original bp none block_max_wand 1037798 3 596 1453 1627 1453 1454 19548 4922 1896 284
counters 10 original bp none block_max_wand 104861 4 596 1176 1568 1176 1177 18448 8556 770 274
counters 10 original bp none block_max_wand 1063750 5 3543 1493 2025 1493 1494 111381 34721 7078 753
counters 10 original bp none block_max_wand 1103812 5 3257 1414 2062 1414 1415 94632 38902 6438 636
counters 10 original bp none block_max_wand 1106007 2 53 720 758 720 721 1461 122 196 38
counters 10 original bp none block_max_wand 1110199 4 473 1075 1366 1075 1076 15940 2701 1465 257
counters 10 original bp none block_max_wand 1112341 5 2668 1080 1412 1080 1081 76665 57717 5348 503
counters 10 original bp none block_max_wand 1113437 4 1268 412 522 412 413 46104 16845 3438 177
counters 10 original bp none block_max_wand 1114646 3 196 1260 1361 1260 1261 7459 1450 599 192
counters 10 original bp none block_max_wand 1114819 5 1699 1395 1977 1395 1396 51822 25185 2561 522
counters 10 original bp none block_max_wand 1115776 4 172 1473 1520 1473 1474 4294 1663 599 79
counters 10 original bp none block_max_wand 1117099 3 653 1050 1195 1050 1051 22608 10334 1968 280
counters 10 original bp none block_max_wand 1121402 5 618 480 662 480 481 15686 9770 1442 146
counters 10 original bp none block_max_wand 1121709 3 2011 1781 2325 1781 1782 78200 35780 4701 756
counters 10 original bp none block_max_wand 1124210 2 30 263 282 263 264 829 777 251 11
counters 10 original bp none block_max_wand 1129237 5 1759 1239 1923 1239 1240 48432 21966 2928 460
counters 10 original bp none block_max_wand 1133167 3 285 755 902 755 756 8301 3425 993 146
counters 10 original bp none block_max_wand 130510 3 150 1297 1445 1297 1298 4865 443 601 137
counters 10 original bp none block_max_wand 131843 2 52 1598 1601 1598 1599 898 886 298 44
counters 10 original bp none block_max_wand 146187 5 187 750 968 750 751 5004 1451 454 111
counters 10 original bp none block_max_wand 148538 4 356 1416 1837 1416 1417 9833 4483 1246 213
counters 10 original bp none block_max_wand 156493 3 108 656 880 656 657 2813 730 384 102
counters 10 original bp none block_max_wand 168216 5 140 738 1082 738 739 4560 274 322 151
counters 10 original bp none block_max_wand 182539 3 306 1018 1178 1018 1019 10880 2980 1108 275
counters 10 original bp none block_max_wand 183378 3 135 706 839 706 707 4648 1941 309 88
counters 10 original bp none block_max_wand 19335 3 395 1351 1569 1351 1352 15907 1575 935 283
counters 10 original bp none block_max_wand 207786 5 1010 488 740 488 489 25727 10938 2007 124
counters 10 original bp none block_max_wand 264014 5 751 472 870 472 473 17785 11639 1192 174
counters 10 original bp none block_max_wand 359349 4 353 2074 2401 2074 2075 14423 1450 677 414
counters 10 original bp none block_max_wand 405717 4 196 947 1134 947 948 5621 1233 669 128
counters 10 original bp none block_max_wand 443396 3 246 924 986 924 925 6987 2973 917 80
counters 10 original bp none block_max_wand 451602 4 348 1212 1403 1212 1213 11273 2862 835 153
counters 10 original bp none block_max_wand 47923 5 157 516 813 516 517 4412 602 356 73
counters 10 original bp none block_max_wand 489204 4 600 1470 1963 1470 1471 17061 6270 1388 348
counters 10 original bp none block_max_wand 490595 3 349 1061 1308 1061 1062 15247 1719 904 254
counters 10 original bp none block_max_wand 527433 5 336 1329 1806 1329 1330 8009 1623 931 213
counters 10 original bp none block_max_wand 573724 4 2216 1256 1938 1256 1257 76826 33367 3841 735
counters 10 original bp none block_max_wand 833860 5 2357 941 1476 941 942 66731 26121 4916 431
counters 10 original bp none block_max_wand 855410 3 2315 8755 9419 8755 8756 86271 44555 6337 1848
counters 10 original bp none block_max_wand 87181 4 244 1154 1531 1154 1155 8129 923 623 230
counters 10 original bp none block_max_wand 87452 3 262 1230 1475 1230 1231 7635 1988 926 183
counters 10 original bp none block_max_wand 915593 8 1782 1240 2419 1240 1241 36011 15338 2082 597
counters 10 original bp none block_max_wand 962179 4 644 1385 1756 1385 1386 19294 10287 2347 281
counters 10 original bp none maxscore 1037798 3 337 31586 31863 8177 0 0 0 1251 420
counters 10 original bp none maxscore 104861 4 443 45708 47537 10269 0 0 0 681 515
counters 10 original bp none maxscore 1063750 5 1732 171232 176333 1394 0 0 0 2787 2028
counters 10 original bp none maxscore 1103812 5 2988 309432 317270 7262 0 0 0 6087 4247
counters 10 original bp none maxscore 1106007 2 36 3037 3078 3022 0 0 0 195 44
counters 10 original bp none maxscore 1110199 4 252 20526 20998 4061 0 0 0 1133 383
counters 10 original bp none maxscore 1112341 5 1916 242967 248580 3679 0 0 0 4969 2891
counters 10 original bp none maxscore 1113437 4 551 52006 53080 1193 0 0 0 1512 844
counters 10 original bp none maxscore 1114646 3 192 22884 23077 10253 0 0 0 582 289
counters 10 original bp none maxscore 1114819 5 1312 125892 129127 9268 0 0 0 2777 1770
counters 10 original bp none maxscore 1115776 4 216 29053 29106 23735 0 0 0 450 261
counters 10 original bp none maxscore 1117099 3 602 80564 81069 7340 0 0 0 1933 869
