z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 original bp QK wand 1110199 4 412 1450 2856 1450 1451 21689 0 1912 845
counters 10 original bp QK wand 1112341 5 4171 3344 9560 3344 3345 214833 0 8580 3736
counters 10 original bp QK wand 1113437 4 695 1756 2933 1756 1757 35547 0 2228 803
counters 10 original bp QK wand 1114646 3 179 957 1859 957 958 11431 0 674 345
counters 10 original bp QK wand 1114819 5 1587 4111 8668 4111 4112 75335 0 3434 1597
counters 10 original bp QK wand 1115776 4 153 786 1166 786 787 6465 0 872 252
counters 10 original bp QK wand 1117099 3 1129 6476 10548 6476 6477 60796 0 3723 1741
counters 10 original bp QK wand 1121402 5 667 1002 2508 1002 1003 35099 0 2664 1020
counters 10 original bp QK wand 1121709 3 2166 8143 16291 8143 8144 106758 0 5193 2985
counters 10 original bp QK wand 1124210 2 4 131 154 131 132 62 0 21 6
counters 10 original bp QK wand 1129237 5 1490 3549 8286 3549 3550 59375 0 2664 1121
counters 10 original bp QK wand 1133167 3 416 2443 4378 2443 2444 20444 0 2081 885
counters 10 original bp QK wand 130510 3 94 371 729 371 372 5238 0 607 199
counters 10 original bp QK wand 131843 2 2 24 27 24 25 16 0 15 2
counters 10 original bp QK wand 146187 5 88 227 428 227 228 3872 0 463 74
counters 10 original bp QK wand 148538 4 138 409 1016 409 410 4312 0 850 147
counters 10 original bp QK wand 156493 3 81 405 768 405 406 2468 0 608 152
counters 10 original bp QK wand 168216 5 30 172 519 172 173 663 0 213 83
counters 10 original bp QK wand 182539 3 34 167 260 167 168 863 0 357 58
counters 10 original bp QK wand 183378 3 197 959 1688 959 960 11182 0 963 354
counters 10 original bp QK wand 19335 3 389 1490 2784 1490 1491 24661 0 1207 646
counters 10 original bp QK wand 207786 5 893 853 2132 853 854 34087 0 3404 612
counters 10 original bp QK wand 264014 5 877 963 2454 963 964 44274 0 3164 397
counters 10 original bp QK wand 359349 4 10 61 117 61 62 393 0 75 17
counters 10 original bp QK wand 405717 4 146 289 633 289 290 7207 0 702 172
counters 10 original bp QK wand 443396 3 388 2191 3848 2191 2192 21941 0 1466 678
counters 10 original bp QK wand 451602 4 265 1261 2090 1261 1262 12123 0 852 271
counters 10 original bp QK wand 47923 5 94 620 1211 620 621 4219 0 314 87
counters 10 original bp QK wand 489204 4 581 3548 8177 3548 3549 22179 0 1905 1101
counters 10 original bp QK wand 490595 3 37 197 373 197 198 1135 0 338 52
counters 10 original bp QK wand 527433 5 136 561 1434 561 562 3951 0 718 208
counters 10 original bp QK wand 573724 4 2399 5411 11940 5411 5412 118400 0 4974 2282
counters 10 original bp QK wand 833860 5 1850 2315 6563 2315 2316 80887 0 5520 1821
counters 10 original bp QK wand 855410 3 8667 108303 216171 108303 108304 507083 0 16189 15792
counters 10 original bp QK wand 87181 4 55 550 1171 550 551 1587 0 282 142
counters 10 original bp QK wand 87452 3 251 1555 2605 1555 1556 10415 0 1145 455
counters 10 original bp QK wand 915593 8 1393 1973 7212 1973 1974 45444 0 2631 1403
counters 10 original bp QK wand 962179 4 226 644 1339 644 645 6508 0 1597 313
counters 10 original bp QK block_max_wand 1037798 3 587 798 969 798 799 19640 5001 1896 281
counters 10 original bp QK block_max_wand 104861 4 594 801 1193 801 802 18624 8382 770 270
counters 10 original bp QK block_max_wand 1063750 5 3422 543 715 543 544 106683 40741 6846 379
counters 10 original bp QK block_max_wand 1103812 5 3157 949 1468 949 950 90270 32992 6372 535
counters 10 original bp QK block_max_wand 1106007 2 35 42 80 42 43 1609 262 196 33
counters 10 original bp QK block_max_wand 1110199 4 350 391 572 391 392 11033 3925 900 154
counters 10 original bp QK block_max_wand 1112341 5 2632 661 904 661 662 75196 56833 5345 453
counters 10 original bp QK block_max_wand 1113437 4 1295 332 441 332 333 46120 16840 3438 177
counters 10 original bp QK block_max_wand 1114646 3 44 59 62 59 60 1666 1622 147 4
counters 10 original bp QK block_max_wand 1114819 5 1604 773 1204 773 774 47142 26648 2513 409
counters 10 original bp QK block_max_wand 1115776 4 132 156 198 156 157 3806 1238 377 53
counters 10 original bp QK block_max_wand 1117099 3 534 272 371 272 273 17814 11260 1845 114
counters 10 original bp QK block_max_wand 1121402 5 493 179 288 179 180 12274 10140 1053 74
counters 10 original bp QK block_max_wand 1121709 3 2005 1454 1995 1454 1455 78303 35757 4701 756
counters 10 original bp QK block_max_wand 1124210 2 7 87 100 87 88 91 29 21 4
counters 10 original bp QK block_max_wand 1129237 5 1767 1135 1765 1135 1136 48396 21941 2928 458
counters 10 original bp QK block_max_wand 1133167 3 255 299 403 299 300 7447 3495 952 99
counters 10 original bp QK block_max_wand 130510 3 74 210 249 210 211 2632 753 299 54
counters 10 original bp QK block_max_wand 131843 2 4 24 27 24 25 16 0 15 2
counters 10 original bp QK block_max_wand 146187 5 115 125 220 125 126 2958 488 397 42
counters 10 original bp QK block_max_wand 148538 4 161 278 492 278 279 3465 696 658 81
counters 10 original bp QK block_max_wand 156493 3 75 211 294 211 212 1847 668 342 55
counters 10 original bp QK block_max_wand 168216 5 48 152 397 152 153 683 60 189 51
counters 10 original bp QK block_max_wand 182539 3 39 123 177 123 124 740 166 266 34
counters 10 original bp QK block_max_wand 183378 3 91 231 256 231 232 2990 1941 259 46
counters 10 original bp QK block_max_wand 19335 3 172 168 231 168 169 5495 2981 611 53
counters 10 original bp QK block_max_wand 207786 5 998 231 402 231 232 25437 10905 2002 108
counters 10 original bp QK block_max_wand 264014 5 748 403 751 403 404 17726 11601 1189 170
counters 10 original bp QK block_max_wand 359349 4 13 61 99 61 62 318 52 49 14
counters 10 original bp QK block_max_wand 405717 4 120 184 328 184 185 3175 2084 370 70
counters 10 original bp QK block_max_wand 443396 3 212 177 218 177 178 6277 3184 854 53
counters 10 original bp QK block_max_wand 451602 4 335 515 665 515 516 11078 2457 828 132
counters 10 original bp QK block_max_wand 47923 5 144 290 569 290 291 3987 788 337 59
counters 10 original bp QK block_max_wand 489204 4 545 707 1134 707 708 15688 4904 1350 290
counters 10 original bp QK block_max_wand 490595 3 48 173 248 173 174 1043 127 300 30
counters 10 original bp QK block_max_wand 527433 5 224 282 491 282 283 4255 887 740 87
counters 10 original bp QK block_max_wand 573724 4 2256 1109 1789 1109 1110 76889 33355 3841 734
counters 10 original bp QK block_max_wand 833860 5 2335 592 996 592 593 65978 25266 4903 386
counters 10 original bp QK block_max_wand 855410 3 2328 8625 9284 8625 8626 86346 44624 6337 1848
counters 10 original bp QK block_max_wand 87181 4 94 377 608 377 378 1887 420 342 91
counters 10 original bp QK block_max_wand 87452 3 249 691 912 691 692 7702 2096 906 161
counters 10 original bp QK block_max_wand 915593 8 1583 713 1523 713 714 32124 15202 2025 493
counters 10 original bp QK block_max_wand 962179 4 247 285 405 285 286 5033 1842 1216 77
counters 10 original bp QK maxscore 1037798 3 336 31584 31859 7986 0 0 0 1251 420
counters 10 original bp QK maxscore 104861 4 443 45706 47535 10197 0 0 0 681 515
counters 10 original bp QK maxscore 1063750 5 1708 168935 173836 145 0 0 0 2357 1914
counters 10 original bp QK maxscore 1103812 5 2912 301991 309699 1742 0 0 0 6050 4205
counters 10 original bp QK maxscore 1106007 2 31 2499 2539 2483 0 0 0 195 40
counters 10 original bp QK maxscore 1110199 4 160 20276 20535 791 0 0 0 551 226
counters 10 original bp QK maxscore 1112341 5 1883 240249 245765 967 0 0 0 4955 2871
counters 10 original bp QK maxscore 1113437 4 550 51981 53054 1110 0 0 0 1512 844
counters 10 original bp QK maxscore 1114646 3 69 16398 16401 55 0 0 0 146 131
counters 10 original bp QK maxscore 1114819 5 1227 125892 128859 2468 0 0 0 2733 1679
counters 10 original bp QK maxscore 1115776 4 55 6013 6063 548 0 0 0 225 79
counters 10 original bp QK maxscore 1117099 3 504 80542 80886 2730 0 0 0 1777 792
counters 10 original bp QK maxscore 1121402 5 254 44797 44975 100 0 0 0 827 420
counters 10 original bp QK maxscore 1121709 3 1356 136795 141968 11180 0 0 0 3943 2215
counters 10 original bp QK maxscore 1124210 2 2 132 148 111 0 0 0 20 5
counters 10 original bp QK maxscore 1129237 5 1197 115665 125632 2385 0 0 0 1963 1523
counters 10 original bp QK maxscore 1133167 3 165 23920 24184 908 0 0 0 764 338
counters 10 original bp QK maxscore 130510 3 37 4716 4786 392 0 0 0 226 76
counters 10 original bp QK maxscore 131843 2 2 25 27 24 0 0 0 15 2
counters 10 original bp QK maxscore 146187 5 57 3366 3602 170 0 0 0 313 106
counters 10 original bp QK maxscore 148538 4 73 3372 4694 369 0 0 0 490 127
counters 10 original bp QK maxscore 156493 3 35 1398 1577 221 0 0 0 323 77
counters 10 original bp QK maxscore 168216 5 17 498 802 101 0 0 0 144 60
counters 10 original bp QK maxscore 182539 3 17 406 481 148 0 0 0 211 42
counters 10 original bp QK maxscore 183378 3 90 14858 14917 1109 0 0 0 314 147
counters 10 original bp QK maxscore 19335 3 196 36244 36355 1349 0 0 0 652 336
counters 10 original bp QK maxscore 207786 5 634 62887 65225 307 0 0 0 1645 993
counters 10 original bp QK maxscore 264014 5 545 58449 61633 717 0 0 0 1467 842
counters 10 original bp QK maxscore 359349 4 7 554 597 79 0 0 0 46 16
counters 10 original bp QK maxscore 405717 4 92 13720 13981 381 0 0 0 355 187
counters 10 original bp QK maxscore 443396 3 203 31488 31601 2237 0 0 0 870 317
counters 10 original bp QK maxscore 451602 4 289 33229 33991 4050 0 0 0 759 407
counters 10 original bp QK maxscore 47923 5 77 7452 8186 857 0 0 0 184 95
counters 10 original bp QK maxscore 489204 4 296 19147 22130 729 0 0 0 1235 758
counters 10 original bp QK maxscore 490595 3 20 603 775 224 0 0 0 237 49
counters 10 original bp QK maxscore 527433 5 80 5822 6977 135 0 0 0 281 134
counters 10 original bp QK maxscore 573724 4 1630 186965 192779 4801 0 0 0 3478 2561
counters 10 original bp QK maxscore 833860 5 1472 144683 150405 325 0 0 0 3509 2353
counters 10 original bp QK maxscore 855410 3 2670 543263 545158 13569 0 0 0 7804 5395
counters 10 original bp QK maxscore 87181 4 29 1730 2208 394 0 0 0 206 110
counters 10 original bp QK maxscore 87452 3 117 8035 8386 1318 0 0 0 666 224
counters 10 original bp QK maxscore 915593 8 856 82716 90284 196 0 0 0 1492 1126
counters 10 original bp QK maxscore 962179 4 109 5305 5849 223 0 0 0 840 201
counters 10 doct5query bp QK wand 1037798 3 387 2572 3893 2572 2573 18298 0 2100 866
counters 10 doct5query bp QK wand 104861 4 382 992 1904 992 993 18378 0 926 419
counters 10 doct5query bp QK wand 1063750 5 355 876 3870 876 877 9950 0 2266 1402
counters 10 doct5query bp QK wand 1103812 5 991 1194 3709 1194 1195 39804 0 4850 1575
counters 10 doct5query bp QK wand 1106007 2 67 719 1226 719 720 2454 0 572 216
counters 10 doct5query bp QK wand 1110199 4 173 774 2319 774 775 6508 0 801 542
counters 10 doct5query bp QK wand 1112341 5 349 328 1022 328 329 11866 0 1882 546
counters 10 doct5query bp QK wand 1113437 4 711 2530 7312 2530 2531 35925 0 2936 2446
counters 10 doct5query bp QK wand 1114646 3 8 62 146 62 63 100 0 51 36
counters 10 doct5query bp QK wand 1114819 5 837 2262 6685 2262 2263 37833 0 3472 2366
counters 10 doct5query bp QK wand 1115776 4 69 580 1185 580 581 1927 0 389 294
counters 10 doct5query bp QK wand 1117099 3 323 1753 3851 1753 1754 13630 0 2067 1159
counters 10 doct5query bp QK wand 1121402 5 125 353 1097 353 354 3053 0 857 486
counters 10 doct5query bp QK wand 1121709 3 1633 6612 19539 6612 6613 87310 0 7593 6418
counters 10 doct5query bp QK wand 1124210 2 3 87 141 87 88 103 0 25 11
counters 10 doct5query bp QK wand 1129237 5 720 2167 7043 2167 2168 31038 0 2335 1477
counters 10 doct5query bp QK wand 1133167 3 119 361 985 361 362 4768 0 810 392
counters 10 doct5query bp QK wand 130510 3 14 67 162 67 68 352 0 138 67
counters 10 doct5query bp QK wand 131843 2 4 20 33 20 21 23 0 19 9
counters 10 doct5query bp QK wand 146187 5 22 65 191 65 66 733 0 115 64
counters 10 doct5query bp QK wand 148538 4 219 1044 3729 1044 1045 5948 0 1557 819
counters 10 doct5query bp QK wand 156493 3 70 323 950 323 324 2104 0 518 270
counters 10 doct5query bp QK wand 168216 5 25 141 591 141 142 409 0 157 129
counters 10 doct5query bp QK wand 182539 3 26 157 257 157 158 741 0 270 55
counters 10 doct5query bp QK wand 183378 3 21 188 431 188 189 675 0 161 67
counters 10 doct5query bp QK wand 19335 3 108 435 979 435 436 4364 0 749 380
counters 10 doct5query bp QK wand 207786 5 194 427 1195 427 428 7633 0 715 237
counters 10 doct5query bp QK wand 264014 5 195 565 2300 565 566 7144 0 917 518
counters 10 doct5query bp QK wand 359349 4 7 28 84 28 29 91 0 38 26
counters 10 doct5query bp QK wand 405717 4 59 261 557 261 262 2245 0 338 130
counters 10 doct5query bp QK wand 443396 3 291 898 1749 898 899 9773 0 2250 635
counters 10 doct5query bp QK wand 451602 4 215 714 1350 714 715 8752 0 1100 317
counters 10 doct5query bp QK wand 47923 5 78 307 863 307 308 2859 0 378 131
counters 10 doct5query bp QK wand 489204 4 346 955 2796 955 956 16897 0 1510 820
counters 10 doct5query bp QK wand 490595 3 103 651 914 651 652 3515 0 864 146
counters 10 doct5query bp QK wand 527433 5 71 216 726 216 217 1987 0 426 196
counters 10 doct5query bp QK wand 573724 4 1440 4149 12477 4149 4150 76253 0 5855 3895
counters 10 doct5query bp QK wand 833860 5 420 1228 4818 1228 1229 18644 0 1815 863
counters 10 doct5query bp QK wand 855410 3 16 249 501 249 250 194 0 23 21
counters 10 doct5query bp QK wand 87181 4 82 812 1921 812 813 2471 0 411 276
counters 10 doct5query bp QK wand 87452 3 178 1415 2851 1415 1416 7575 0 1018 515
counters 10 doct5query bp QK wand 915593 8 110 142 874 142 143 1561 0 645 332
counters 10 doct5query bp QK wand 962179 4 104 189 526 189 190 2833 0 844 218
counters 10 doct5query bp QK block_max_wand 1037798 3 514 810 1011 810 811 15429 1554 1803 297
counters 10 doct5query bp QK block_max_wand 104861 4 756 532 911 532 533 23989 4364 1893 264
counters 10 doct5query bp QK block_max_wand 1063750 5 570 597 1045 597 598 8121 2692 1771 276
counters 10 doct5query bp QK block_max_wand 1103812 5 2040 921 1408 921 922 49456 1655 6123 451
counters 10 doct5query bp QK block_max_wand 1106007 2 84 470 558 470 471 2222 290 453 96
counters 10 doct5query bp QK block_max_wand 1110199 4 422 716 1049 716 717 7849 90 1011 202
counters 10 doct5query bp QK block_max_wand 1112341 5 739 225 345 225 226 12630 2908 2440 145
counters 10 doct5query bp QK block_max_wand 1113437 4 981 468 580 468 469 28364 20136 1325 172
counters 10 doct5query bp QK block_max_wand 1114646 3 33 61 87 61 62 100 1 50 19
counters 10 doct5query bp QK block_max_wand 1114819 5 1526 1031 1456 1031 1032 37446 8967 3110 434
counters 10 doct5query bp QK block_max_wand 1115776 4 179 226 288 226 227 1833 219 228 53
counters 10 doct5query bp QK block_max_wand 1117099 3 540 501 618 501 502 12506 4511 1551 146
counters 10 doct5query bp QK block_max_wand 1121402 5 335 214 430 214 215 3411 530 687 129
counters 10 doct5query bp QK block_max_wand 1121709 3 2538 3543 4356 3543 3544 77876 20552 6551 1290
counters 10 doct5query bp QK block_max_wand 1124210 2 9 87 114 87 88 103 0 25 10
counters 10 doct5query bp QK block_max_wand 1129237 5 1508 1035 1753 1035 1036 35553 10888 2745 509
counters 10 doct5query bp QK block_max_wand 1133167 3 240 94 146 94 95 4525 2186 794 45
counters 10 doct5query bp QK block_max_wand 130510 3 35 65 126 65 66 340 59 125 44
counters 10 doct5query bp QK block_max_wand 131843 2 21 20 29 20 21 23 0 19 7
counters 10 doct5query bp QK block_max_wand 146187 5 76 65 160 65 66 753 0 115 57
counters 10 doct5query bp QK block_max_wand 148538 4 211 404 693 404 405 3548 1110 695 145
counters 10 doct5query bp QK block_max_wand 156493 3 159 252 431 252 253 2064 185 501 123
counters 10 doct5query bp QK block_max_wand 168216 5 110 141 371 141 142 433 0 163 81
counters 10 doct5query bp QK block_max_wand 182539 3 52 115 174 115 116 969 39 331 35
counters 10 doct5query bp QK block_max_wand 183378 3 49 125 235 125 126 729 111 169 41
counters 10 doct5query bp QK block_max_wand 19335 3 221 384 587 384 385 4971 157 957 161
counters 10 doct5query bp QK block_max_wand 207786 5 454 210 415 210 211 7912 734 932 112
counters 10 doct5query bp QK block_max_wand 264014 5 518 510 991 510 511 8984 399 1310 232
counters 10 doct5query bp QK block_max_wand 359349 4 29 28 74 28 29 88 0 37 23
counters 10 doct5query bp QK block_max_wand 405717 4 115 253 393 253 254 2706 8 438 87
counters 10 doct5query bp QK block_max_wand 443396 3 419 671 850 671 672 9816 1268 2262 190
counters 10 doct5query bp QK block_max_wand 451602 4 358 346 585 346 347 9294 763 1267 178
counters 10 doct5query bp QK block_max_wand 47923 5 147 268 546 268 269 2713 126 524 69
counters 10 doct5query bp QK block_max_wand 489204 4 561 584 990 584 585 15260 2749 1603 311
counters 10 doct5query bp QK block_max_wand 490595 3 176 200 280 200 201 4016 704 917 60
counters 10 doct5query bp QK block_max_wand 527433 5 174 163 379 163 164 2191 180 446 110
counters 10 doct5query bp QK block_max_wand 573724 4 2298 1382 1904 1382 1383 67122 40756 3961 603
counters 10 doct5query bp QK block_max_wand 833860 5 1302 805 1316 805 806 25065 1149 4828 349
counters 10 doct5query bp QK block_max_wand 855410 3 80 249 276 249 250 194 0 23 21
counters 10 doct5query bp QK block_max_wand 87181 4 133 685 941 685 686 2624 220 405 135
counters 10 doct5query bp QK block_max_wand 87452 3 308 1083 1303 1083 1084 9594 196 1114 185
counters 10 doct5query bp QK block_max_wand 915593 8 474 141 560 141 142 2363 184 1178 211
counters 10 doct5query bp QK block_max_wand 962179 4 226 180 361 180 181 3425 140 928 123
counters 10 doct5query bp QK maxscore 1037798 3 199 18099 18302 963 0 0 0 768 296
counters 10 doct5query bp QK maxscore 104861 4 336 31281 33050 1524 0 0 0 707 515
counters 10 doct5query bp QK maxscore 1063750 5 109 8115 8708 107 0 0 0 608 340
counters 10 doct5query bp QK maxscore 1103812 5 539 30077 31833 101 0 0 0 2727 1051
counters 10 doct5query bp QK maxscore 1106007 2 25 2573 2694 411 0 0 0 187 90
counters 10 doct5query bp QK maxscore 1110199 4 104 6062 7107 51 0 0 0 344 225
counters 10 doct5query bp QK maxscore 1112341 5 201 13090 13374 37 0 0 0 1131 266
counters 10 doct5query bp QK maxscore 1113437 4 273 47210 47324 39 0 0 0 805 434
counters 10 doct5query bp QK maxscore 1114646 3 7 63 89 15 0 0 0 32 19
counters 10 doct5query bp QK maxscore 1114819 5 548 62564 64040 94 0 0 0 1569 946
counters 10 doct5query bp QK maxscore 1115776 4 36 2650 2707 37 0 0 0 128 63
counters 10 doct5query bp QK maxscore 1117099 3 166 16707 16866 44 0 0 0 708 214
counters 10 doct5query bp QK maxscore 1121402 5 55 2739 2952 51 0 0 0 294 137
counters 10 doct5query bp QK maxscore 1121709 3 1177 142800 144420 98 0 0 0 2653 1740
counters 10 doct5query bp QK maxscore 1124210 2 2 132 155 54 0 0 0 20 10
counters 10 doct5query bp QK maxscore 1129237 5 623 67307 70139 121 0 0 0 1331 1006
counters 10 doct5query bp QK maxscore 1133167 3 59 4931 5137 32 0 0 0 345 158
counters 10 doct5query bp QK maxscore 130510 3 9 277 340 41 0 0 0 72 47
counters 10 doct5query bp QK maxscore 131843 2 4 25 33 14 0 0 0 12 7
counters 10 doct5query bp QK maxscore 146187 5 18 723 862 43 0 0 0 98 60
counters 10 doct5query bp QK maxscore 148538 4 36 3397 3784 87 0 0 0 225 147
counters 10 doct5query bp QK maxscore 156493 3 32 1449 1675 41 0 0 0 244 121
counters 10 doct5query bp QK maxscore 168216 5 15 186 410 49 0 0 0 97 78
counters 10 doct5query bp QK maxscore 182539 3 15 444 516 77 0 0 0 159 48
counters 10 doct5query bp QK maxscore 183378 3 9 529 624 54 0 0 0 84 41
counters 10 doct5query bp QK maxscore 19335 3 62 3574 3787 98 0 0 0 400 161
counters 10 doct5query bp QK maxscore 207786 5 110 8713 9094 69 0 0 0 448 177
counters 10 doct5query bp QK maxscore 264014 5 105 7960 8637 85 0 0 0 422 268
counters 10 doct5query bp QK maxscore 359349 4 6 40 88 23 0 0 0 31 23
counters 10 doct5query bp QK maxscore 405717 4 39 1987 2237 190 0 0 0 253 123
counters 10 doct5query bp QK maxscore 443396 3 104 6322 6563 306 0 0 0 687 230
counters 10 doct5query bp QK maxscore 451602 4 103 8202 8662 225 0 0 0 477 226
counters 10 doct5query bp QK maxscore 47923 5 29 2303 2741 122 0 0 0 132 80
counters 10 doct5query bp QK maxscore 489204 4 317 27528 29835 156 0 0 0 1147 827
counters 10 doct5query bp QK maxscore 490595 3 33 2258 2431 143 0 0 0 287 79
counters 10 doct5query bp QK maxscore 527433 5 31 1486 1917 122 0 0 0 196 125
counters 10 doct5query bp QK maxscore 573724 4 1050 155740 157105 86 0 0 0 2793 1827
counters 10 doct5query bp QK maxscore 833860 5 261 17564 18363 79 0 0 0 1236 544
counters 10 doct5query bp QK maxscore 855410 3 13 251 276 24 0 0 0 23 21
counters 10 doct5query bp QK maxscore 87181 4 35 2396 2828 239 0 0 0 215 155
counters 10 doct5query bp QK maxscore 87452 3 112 8564 8851 281 0 0 0 514 249
counters 10 doct5query bp QK maxscore 915593 8 51 668 1322 49 0 0 0 323 242
counters 10 doct5query bp QK maxscore 962179 4 49 1940 2366 156 0 0 0 414 188
counters 10 deepimpact bp QK wand 1037798 3 2106 48159 83778 48159 48160 46134 0 13031 11205
counters 10 deepimpact bp QK wand 104861 4 781 10522 17647 10522 10523 27807 0 1176 779
counters 10 deepimpact bp QK wand 1063750 4 14678 261246 528284 261246 261247 631547 0 29757 28667
counters 10 deepimpact bp QK wand 1103812 5 14420 390976 669888 390976 390977 438554 0 25739 24973
counters 10 deepimpact bp QK wand 1106007 2 66 816 1257 816 817 2310 0 536 195
counters 10 deepimpact bp QK wand 1110199 4 3208 57132 115280 57132 57133 104388 0 15917 14207
counters 10 deepimpact bp QK wand 1112341 5 25707 545141 1133966 545141 545142 806597 0 42246 40928
counters 10 deepimpact bp QK wand 1113437 4 955 4048 9853 4048 4049 45158 0 4193 3058
counters 10 deepimpact bp QK wand 1114646 3 1124 33047 66083 33047 33048 32700 0 3824 3538
counters 10 deepimpact bp QK wand 1114819 5 5894 135765 274372 135765 135766 178792 0 17615 16014
counters 10 deepimpact bp QK wand 1115776 4 724 9067 18123 9067 9068 17232 0 5434 4142
counters 10 deepimpact bp QK wand 1117099 3 3163 53654 98891 53654 53655 79875 0 20909 16982
counters 10 deepimpact bp QK wand 1121402 5 24139 848049 1745429 848049 848050 641223 0 39805 34737
counters 10 deepimpact bp QK wand 1121709 3 7473 231171 378904 231171 231172 186800 0 28998 27803
counters 10 deepimpact bp QK wand 1124210 2 5 127 163 127 128 65 0 21 9
counters 10 deepimpact bp QK wand 1129237 5 4118 44417 102685 44417 44418 145802 0 9977 7848
counters 10 deepimpact bp QK wand 1133167 3 466 5674 11389 5674 5675 12626 0 2997 1750
counters 10 deepimpact bp QK wand 130510 3 402 5061 10153 5061 5062 12329 0 2858 1823
counters 10 deepimpact bp QK wand 131843 2 4 20 32 20 21 15 0 15 8
counters 10 deepimpact bp QK wand 146187 5 4889 190308 393158 190308 190309 94452 0 15148 11458
counters 10 deepimpact bp QK wand 148538 4 11206 698844 1402903 698844 698845 127444 0 15889 14204
counters 10 deepimpact bp QK wand 156493 2 38 339 635 339 340 1759 0 326 103
counters 10 deepimpact bp QK wand 168216 4 31 344 940 344 345 677 0 232 154
counters 10 deepimpact bp QK wand 182539 3 2937 32705 65409 32705 32706 181600 0 5889 5335
counters 10 deepimpact bp QK wand 183378 3 1631 45707 91367 45707 45708 48730 0 5926 5238
counters 10 deepimpact bp QK wand 19335 3 2462 40062 69227 40062 40063 113799 0 9256 6960
counters 10 deepimpact bp QK wand 207786 4 956 18768 37772 18768 18769 26756 0 4347 3410
counters 10 deepimpact bp QK wand 264014 5 9724 94332 274387 94332 94333 389077 0 29859 27239
counters 10 deepimpact bp QK wand 359349 4 3526 70613 141217 70613 70614 152201 0 10345 9961
counters 10 deepimpact bp QK wand 405717 4 558 4152 6986 4152 4153 26126 0 2148 908
counters 10 deepimpact bp QK wand 443396 3 1835 25309 50400 25309 25310 85583 0 6953 5036
counters 10 deepimpact bp QK wand 451602 5 15336 349223 704664 349223 349224 535362 0 24692 21064
counters 10 deepimpact bp QK wand 47923 5 151 1370 2705 1370 1371 4944 0 613 195
counters 10 deepimpact bp QK wand 489204 4 2215 21472 53239 21472 21473 93460 0 5723 4351
counters 10 deepimpact bp QK wand 490595 3 1652 15595 30860 15595 15596 78019 0 8593 5805
counters 10 deepimpact bp QK wand 527433 4 140 1798 3786 1798 1799 4334 0 524 216
counters 10 deepimpact bp QK wand 573724 4 3990 79027 163168 79027 79028 142475 0 13442 11547
counters 10 deepimpact bp QK wand 833860 5 16060 187354 500255 187354 187355 544711 0 37773 34811
counters 10 deepimpact bp QK wand 855410 3 38750 1789023 3088444 1789023 1789024 826025 0 50073 49947
counters 10 deepimpact bp QK wand 87181 4 383 3302 7385 3302 3303 18473 0 1341 954
counters 10 deepimpact bp QK wand 87452 3 496 2283 4181 2283 2284 26677 0 1716 828
counters 10 deepimpact bp QK wand 915593 7 10812 170186 437448 170186 170187 326583 0 21997 16413
counters 10 deepimpact bp QK wand 962179 4 1829 20072 42476 20072 20073 63402 0 9355 6939
counters 10 deepimpact bp QK block_max_wand 1037798 3 964 1847 2091 1847 1848 30320 26068 2180 351
counters 10 deepimpact bp QK block_max_wand 104861 4 850 1780 2580 1780 1781 24166 11727 1099 376
counters 10 deepimpact bp QK block_max_wand 1063750 4 6182 2733 3947 2733 2734 194650 176000 27250 1709
counters 10 deepimpact bp QK block_max_wand 1103812 5 8832 4173 6185 4173 4174 262889 238759 25399 2633
counters 10 deepimpact bp QK block_max_wand 1106007 2 65 285 349 285 286 1797 582 317 65
counters 10 deepimpact bp QK block_max_wand 1110199 4 1242 1017 1383 1017 1018 42368 38683 1431 245
counters 10 deepimpact bp QK block_max_wand 1112341 5 11055 3911 5629 3911 3912 365994 350957 12038 2516
counters 10 deepimpact bp QK block_max_wand 1113437 4 1185 464 515 464 465 38956 35467 1131 100
counters 10 deepimpact bp QK block_max_wand 1114646 3 214 62 91 62 63 7856 7800 360 12
counters 10 deepimpact bp QK block_max_wand 1114819 5 2645 1331 2119 1331 1332 83194 80566 2791 617
counters 10 deepimpact bp QK block_max_wand 1115776 4 298 318 393 318 319 8633 8297 304 47
counters 10 deepimpact bp QK block_max_wand 1117099 3 1023 394 491 394 395 37207 36827 818 84
counters 10 deepimpact bp QK block_max_wand 1121402 5 4255 359 640 359 360 145886 145449 11494 248
counters 10 deepimpact bp QK block_max_wand 1121709 3 1835 1351 1405 1351 1352 71672 70402 2275 140
counters 10 deepimpact bp QK block_max_wand 1124210 2 10 120 144 120 121 71 6 21 7
counters 10 deepimpact bp QK block_max_wand 1129237 5 3901 2635 3798 2635 2636 115246 106801 4217 805
counters 10 deepimpact bp QK block_max_wand 1133167 3 287 329 455 329 330 6539 4066 844 98
counters 10 deepimpact bp QK block_max_wand 130510 3 203 1049 1185 1049 1050 5266 3671 730 136
counters 10 deepimpact bp QK block_max_wand 131843 2 20 20 31 20 21 15 0 15 7
counters 10 deepimpact bp QK block_max_wand 146187 5 1193 806 1317 806 807 35460 33880 2386 416
counters 10 deepimpact bp QK block_max_wand 148538 4 1617 1083 1791 1083 1084 51655 49661 6381 501
counters 10 deepimpact bp QK block_max_wand 156493 2 54 330 430 330 331 1709 22 316 65
